symbol	file	line	consumer_type	text
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	92791	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	92842	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	93608	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	93644	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	93696	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	94083	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	94118	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	94169	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	94935	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	94971	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	95023	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	95420	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	95455	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	95506	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	95890	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	95925	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	95976	unknown_or_support	"selected_moves_changed": false,
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	96070	unknown_or_support	"move_type": "rebalance",
current_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	96128	unknown_or_support	"current_egress": "vless",
recommended_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	96129	unknown_or_support	"recommended_egress": "awg0",
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	96131	unknown_or_support	"move_type": "rebalance",
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	96462	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	96497	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	96548	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	96963	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	96998	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	97049	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	97815	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	97851	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	97903	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	98290	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	98325	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	98376	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	99142	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	99178	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	99230	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	99627	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	99662	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	99713	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	100097	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	100132	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	100183	unknown_or_support	"selected_moves_changed": false,
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	100277	unknown_or_support	"move_type": "rebalance",
current_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	100335	unknown_or_support	"current_egress": "vless",
recommended_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	100336	unknown_or_support	"recommended_egress": "awg0",
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	100338	unknown_or_support	"move_type": "rebalance",
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	100669	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	100704	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	100755	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	101170	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	101205	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	101256	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	102022	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	102058	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	102110	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	102497	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	102532	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	102583	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	103349	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	103385	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	103437	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	103834	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	103869	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	103920	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	104304	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	104339	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	104390	unknown_or_support	"selected_moves_changed": false,
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	104484	unknown_or_support	"move_type": "rebalance",
current_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	104542	unknown_or_support	"current_egress": "vless",
recommended_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	104543	unknown_or_support	"recommended_egress": "awg0",
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	104545	unknown_or_support	"move_type": "rebalance",
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	104876	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	104911	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	104962	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	105377	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	105412	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	105463	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	106229	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	106265	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	106317	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	106704	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	106739	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	106790	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	107556	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	107592	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	107644	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	108041	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	108076	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	108127	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	108511	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	108546	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	108597	unknown_or_support	"selected_moves_changed": false,
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	108691	unknown_or_support	"move_type": "rebalance",
current_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	108749	unknown_or_support	"current_egress": "vless",
recommended_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	108750	unknown_or_support	"recommended_egress": "awg0",
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	108752	unknown_or_support	"move_type": "rebalance",
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	109083	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	109118	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	109169	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	109584	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	109619	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	109670	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	110436	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	110472	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	110524	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	110911	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	110946	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	110997	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	111763	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	111799	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	111851	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	112248	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	112283	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	112334	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	112718	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	112753	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	112804	unknown_or_support	"selected_moves_changed": false,
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	112898	unknown_or_support	"move_type": "rebalance",
current_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	112956	unknown_or_support	"current_egress": "vless",
recommended_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	112957	unknown_or_support	"recommended_egress": "awg0",
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	112959	unknown_or_support	"move_type": "rebalance",
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	113290	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	113325	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	113376	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	113791	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	113826	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	113877	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	114643	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	114679	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	114731	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	115118	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	115153	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	115204	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	115970	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	116006	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	116058	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	116455	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	116490	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	116541	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	116925	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	116960	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	117011	unknown_or_support	"selected_moves_changed": false,
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	117105	unknown_or_support	"move_type": "rebalance",
current_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	117163	unknown_or_support	"current_egress": "vless",
recommended_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	117164	unknown_or_support	"recommended_egress": "awg0",
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	117166	unknown_or_support	"move_type": "rebalance",
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	117497	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	117532	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	117583	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	117998	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	118033	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	118084	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	118850	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	118886	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	118938	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	119325	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	119360	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	119411	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	120177	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	120213	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	120265	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	120662	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	120697	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	120748	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	121132	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	121167	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	121218	unknown_or_support	"selected_moves_changed": false,
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	121312	unknown_or_support	"move_type": "rebalance",
current_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	121370	unknown_or_support	"current_egress": "vless",
recommended_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	121371	unknown_or_support	"recommended_egress": "awg0",
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	121373	unknown_or_support	"move_type": "rebalance",
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	121704	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	121739	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	121790	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	122205	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	122240	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	122291	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	123057	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	123093	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	123145	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	123532	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	123567	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	123618	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	124384	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	124420	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	124472	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	124869	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	124904	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	124955	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	125339	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	125374	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	125425	unknown_or_support	"selected_moves_changed": false,
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	125519	unknown_or_support	"move_type": "rebalance",
current_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	125577	unknown_or_support	"current_egress": "vless",
recommended_egress	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	125578	unknown_or_support	"recommended_egress": "awg0",
move_type	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	125580	unknown_or_support	"move_type": "rebalance",
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	125911	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	125946	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	125997	unknown_or_support	"selected_moves_changed": false,
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	126412	unknown_or_support	"selected_moves_write_authority": "none"
selected_moves	ATOMIC1_CLOSE_EVIDENCE/phase6_ba2_plan_remote.json	126447	unknown_or_support	"selected_moves_write_authority": "none"
